Date,Airport,Departure Punctuality %,Arrival Punctuality %,Avg Departure Schedule Delay,Avg Arrival Schedule Delay,Avg Departure - Arrival Schedule Delay,Operated Schedules %,Country,Month,Weekday,Weekday_Name,Is_Weekend,Season,Airport_Size,Delayed
2025-10-30,Warsaw Chopin,76.6,81.85,11.5245283,11.00508366,0.519444647,97.84,Poland,10,3,Thursday,0,Autumn,Medium,0
2022-07-05,Warsaw Chopin,35.27,52.0,41.09263393,30.76844444,10.32418948,93.98,Poland,7,1,Tuesday,0,Summer,Medium,1
2024-07-03,Warsaw Chopin,62.03,66.17,19.32650376,17.91340852,1.413095238,96.48,Poland,7,2,Wednesday,0,Summer,Medium,1
2025-02-11,Warsaw Chopin,81.58,90.52,9.907894737,5.846048851,4.061845886,98.29,Poland,2,1,Tuesday,0,Winter,Medium,0
2024-06-25,Warsaw Chopin,65.19,70.97,17.77944444,16.16798088,1.61146356,95.86,Poland,6,1,Tuesday,0,Summer,Medium,1
2024-04-24,Warsaw Chopin,77.82,85.12,9.437377964,9.436157025,0.001220939,95.75,Poland,4,2,Wednesday,0,Spring,Medium,0
2025-09-22,Warsaw Chopin,70.33,72.76,16.54016667,18.42696567,-1.886799003,97.43,Poland,9,0,Monday,0,Autumn,Medium,1
2026-02-02,Warsaw Chopin,55.34,72.18,25.72111959,16.89141604,8.829703553,97.81,Poland,2,0,Monday,0,Winter,Medium,1
2026-04-27,Warsaw Chopin,91.24,91.14,4.674209246,4.955166052,-0.280956806,95.29,Poland,4,0,Monday,0,Spring,Medium,0
2025-04-08,Warsaw Chopin,82.95,86.97,8.354780362,7.456577267,0.898203095,96.36,Poland,4,1,Tuesday,0,Spring,Medium,0
2023-11-26,Warsaw Chopin,67.5,78.46,13.96116667,12.50444444,1.456722222,97.16,Poland,11,6,Sunday,1,Autumn,Medium,0
2026-02-06,Warsaw Chopin,73.71,56.49,16.80385126,27.61081425,-10.80696299,94.87,Poland,2,4,Friday,0,Winter,Medium,1
2024-06-05,Warsaw Chopin,75.85,80.61,10.69433962,8.833840304,1.860499318,96.47,Poland,6,2,Wednesday,0,Summer,Medium,0
2025-05-18,Warsaw Chopin,77.42,80.23,10.89964158,8.117870722,2.781770855,98.63,Poland,5,6,Sunday,1,Spring,Medium,0
2022-09-28,Warsaw Chopin,64.41,77.29,16.54717514,11.69788937,4.849285767,97.23,Poland,9,2,Wednesday,0,Autumn,Medium,1
2026-05-17,Warsaw Chopin,80.2,84.82,9.882550336,7.974092409,1.908457926,97.14,Poland,5,6,Sunday,1,Spring,Medium,0
2026-02-20,Warsaw Chopin,72.52,70.15,16.68314249,16.88606965,-0.202927158,95.67,Poland,2,4,Friday,0,Winter,Medium,1
2024-07-26,Warsaw Chopin,57.24,64.44,24.05300353,23.42852113,0.624482407,97.28,Poland,7,4,Friday,0,Summer,Medium,1
2023-12-16,Warsaw Chopin,74.87,75.39,14.66158645,10.56849913,4.093087325,96.57,Poland,12,5,Saturday,1,Winter,Medium,0
2024-03-23,Warsaw Chopin,84.66,88.02,9.21031746,8.140711806,1.069605655,96.12,Poland,3,5,Saturday,1,Spring,Medium,0
2023-07-07,Warsaw Chopin,66.01,78.8,17.03405797,11.644,5.390057971,94.58,Poland,7,4,Friday,0,Summer,Medium,1
2024-04-25,Warsaw Chopin,75.93,84.26,11.17634855,9.121702128,2.05464642,95.56,Poland,4,3,Thursday,0,Spring,Medium,0
2022-09-29,Warsaw Chopin,57.45,69.66,27.07886525,19.33717949,7.741685761,94.57,Poland,9,3,Thursday,0,Autumn,Medium,1
2025-07-17,Warsaw Chopin,71.94,85.15,13.54193548,8.148624862,5.393310621,97.23,Poland,7,3,Thursday,0,Summer,Medium,0
2024-02-26,Warsaw Chopin,82.67,87.61,9.311111111,7.003171091,2.30794002,95.9,Poland,2,0,Monday,0,Winter,Medium,0
2026-04-06,Warsaw Chopin,79.7,80.68,11.06159148,11.91332071,-0.851729228,98.53,Poland,4,0,Monday,0,Spring,Medium,0
2022-08-28,Warsaw Chopin,58.11,70.14,23.96936937,16.94125189,7.028117484,95.71,Poland,8,6,Sunday,1,Summer,Medium,1
2024-10-20,Warsaw Chopin,62.26,50.4,19.73352201,22.83115079,-3.097628781,96.76,Poland,10,6,Sunday,1,Autumn,Medium,1
2022-09-02,Warsaw Chopin,57.14,79.17,20.88319328,12.38013889,8.503054388,97.22,Poland,9,4,Friday,0,Autumn,Medium,1
2024-07-14,Warsaw Chopin,54.72,55.51,27.27371069,28.99505703,-1.721346342,95.19,Poland,7,6,Sunday,1,Summer,Medium,1
2022-01-31,Warsaw Chopin,81.88,85.42,10.55821256,9.240046296,1.318166264,92.45,Poland,1,0,Monday,0,Winter,Medium,0
2022-10-31,Warsaw Chopin,77.49,84.69,13.40034904,8.482142857,4.918206183,95.15,Poland,10,0,Monday,0,Autumn,Medium,0
2024-09-09,Warsaw Chopin,59.79,66.08,21.02016317,20.70058275,0.31958042,94.77,Poland,9,0,Monday,0,Autumn,Medium,1
2025-12-16,Warsaw Chopin,81.27,76.89,10.34926959,11.75112882,-1.40185923,96.97,Poland,12,1,Tuesday,0,Winter,Medium,0
2022-10-26,Warsaw Chopin,71.98,81.43,11.58405797,8.848095238,2.735962733,96.54,Poland,10,2,Wednesday,0,Autumn,Medium,0
2023-12-22,Warsaw Chopin,35.68,43.81,42.23781204,36.39174041,5.846071628,95.97,Poland,12,4,Friday,0,Winter,Medium,1
2025-10-31,Warsaw Chopin,85.99,88.72,6.313942931,4.958834586,1.355108345,98.13,Poland,10,4,Friday,0,Autumn,Medium,0
2022-03-07,Warsaw Chopin,76.26,76.82,14.57470024,14.04602649,0.52867375,93.75,Poland,3,0,Monday,0,Spring,Medium,0
2025-11-05,Warsaw Chopin,83.87,91.3,8.617607527,5.146772069,3.470835458,97.32,Poland,11,2,Wednesday,0,Autumn,Medium,0
2024-09-06,Warsaw Chopin,64.11,72.03,18.34146341,12.61789044,5.723572972,97.03,Poland,9,4,Friday,0,Autumn,Medium,1
2023-05-01,Warsaw Chopin,82.27,85.25,10.63636364,8.68655914,1.949804497,94.98,Poland,5,0,Monday,0,Spring,Medium,0
2023-05-09,Warsaw Chopin,81.02,83.11,9.225231481,7.518569254,1.706662227,99.12,Poland,5,1,Tuesday,0,Spring,Medium,0
2022-01-24,Warsaw Chopin,92.42,92.62,5.567676768,5.341163311,0.226513457,95.86,Poland,1,0,Monday,0,Winter,Medium,0
2024-03-13,Warsaw Chopin,83.9,87.38,8.014878049,6.904288026,1.110590023,95.15,Poland,3,2,Wednesday,0,Spring,Medium,0
2022-02-02,Warsaw Chopin,92.06,89.43,5.622883598,6.052710027,-0.429826429,96.35,Poland,2,2,Wednesday,0,Winter,Medium,0
2024-11-01,Warsaw Chopin,82.97,87.83,7.31441048,5.992318841,1.32209164,96.65,Poland,11,4,Friday,0,Autumn,Medium,0
2025-01-08,Warsaw Chopin,80.53,87.07,10.35022124,7.121623563,3.228597676,97.48,Poland,1,2,Wednesday,0,Winter,Medium,0
2022-11-13,Warsaw Chopin,76.76,87.36,11.24117117,6.690229885,4.550941286,98.41,Poland,11,6,Sunday,1,Autumn,Medium,0
2023-09-19,Warsaw Chopin,59.04,67.63,23.09056225,21.58139696,1.509165292,95.2,Poland,9,1,Tuesday,0,Autumn,Medium,1
2024-04-18,Warsaw Chopin,71.49,79.91,15.77950355,12.40868946,3.370814087,95.72,Poland,4,3,Thursday,0,Spring,Medium,1
2026-03-15,Warsaw Chopin,90.42,90.04,4.916666667,4.551226551,0.365440115,96.05,Poland,3,6,Sunday,1,Spring,Medium,0
2025-03-06,Warsaw Chopin,87.21,90.28,8.895348837,5.928137652,2.967211185,98.12,Poland,3,3,Thursday,0,Spring,Medium,0
2024-05-11,Warsaw Chopin,84.07,84.87,8.369616519,10.65581232,-2.286195806,97.07,Poland,5,5,Saturday,1,Spring,Medium,0
2025-06-06,Warsaw Chopin,76.14,82.06,13.78997821,10.13078627,3.659191946,97.19,Poland,6,4,Friday,0,Summer,Medium,0
2022-05-05,Warsaw Chopin,68.06,81.57,15.06720679,8.520122888,6.547083902,93.25,Poland,5,3,Thursday,0,Spring,Medium,1
2023-12-07,Warsaw Chopin,56.47,69.51,22.43534483,14.08931241,8.346032421,96.37,Poland,12,3,Thursday,0,Winter,Medium,1
2024-09-25,Warsaw Chopin,64.03,63.21,18.60023981,20.73488095,-2.134641144,95.35,Poland,9,2,Wednesday,0,Autumn,Medium,1
2025-07-03,Warsaw Chopin,67.21,77.89,17.51374459,15.56292629,1.950818296,96.93,Poland,7,3,Thursday,0,Summer,Medium,1
2025-07-12,Warsaw Chopin,67.52,78.28,14.89927007,11.57810345,3.321166625,96.56,Poland,7,5,Saturday,1,Summer,Medium,0
2023-02-03,Warsaw Chopin,36.92,64.1,31.28615385,16.89547009,14.39068376,97.06,Poland,2,4,Friday,0,Winter,Medium,1
2022-03-12,Warsaw Chopin,53.17,76.15,22.85886243,12.17961538,10.67924705,93.84,Poland,3,5,Saturday,1,Spring,Medium,1
2024-01-01,Warsaw Chopin,88.83,88.17,5.510638298,4.779092702,0.731545596,97.44,Poland,1,0,Monday,0,Winter,Medium,0
2022-03-11,Warsaw Chopin,64.14,87.1,15.35367816,7.609247312,7.744430849,92.09,Poland,3,4,Friday,0,Spring,Medium,1
2022-03-01,Warsaw Chopin,75.0,79.49,11.96666667,13.46096866,-1.494301994,87.82,Poland,3,1,Tuesday,0,Spring,Medium,0
2022-06-23,Warsaw Chopin,55.74,61.51,25.37998634,24.2292887,1.150697636,96.15,Poland,6,3,Thursday,0,Summer,Medium,1
2022-06-18,Warsaw Chopin,37.73,57.27,27.885,20.21765152,7.667348485,95.74,Poland,6,5,Saturday,1,Summer,Medium,1
2024-05-08,Warsaw Chopin,79.92,81.15,11.24350736,9.779030055,1.464477308,97.0,Poland,5,2,Wednesday,0,Spring,Medium,0
2023-03-06,Warsaw Chopin,67.34,81.82,16.50376884,11.11363636,5.390132481,99.04,Poland,3,0,Monday,0,Spring,Medium,1
2025-08-06,Warsaw Chopin,79.74,86.14,10.53011983,7.824917492,2.705202334,97.46,Poland,8,2,Wednesday,0,Summer,Medium,0
2024-07-05,Warsaw Chopin,58.63,72.36,19.08573141,14.19212121,4.893610203,95.38,Poland,7,4,Friday,0,Summer,Medium,1
2023-06-17,Warsaw Chopin,70.69,76.69,12.45122126,13.23679379,-0.785572521,98.33,Poland,6,5,Saturday,1,Summer,Medium,0
2023-04-24,Warsaw Chopin,82.24,86.43,9.302570093,6.969230769,2.333339324,97.32,Poland,4,0,Monday,0,Spring,Medium,0
2023-11-11,Warsaw Chopin,84.86,88.65,8.025405405,5.241801802,2.783603604,96.91,Poland,11,5,Saturday,1,Autumn,Medium,0
2023-04-29,Warsaw Chopin,78.7,86.22,11.51628086,6.916814815,4.599466049,97.37,Poland,4,5,Saturday,1,Spring,Medium,0
2023-09-21,Warsaw Chopin,46.36,48.28,32.07541507,30.64431673,1.43109834,96.44,Poland,9,3,Thursday,0,Autumn,Medium,1
2022-11-06,Warsaw Chopin,71.58,85.64,13.14307018,6.242081031,6.900989144,98.97,Poland,11,6,Sunday,1,Autumn,Medium,0
2023-09-08,Warsaw Chopin,65.52,78.04,19.36257982,10.07091503,9.291664789,92.49,Poland,9,4,Friday,0,Autumn,Medium,1
2024-03-20,Warsaw Chopin,87.1,89.3,8.373579109,5.330697674,3.042881435,96.97,Poland,3,2,Wednesday,0,Spring,Medium,0
2023-01-16,Warsaw Chopin,75.27,81.63,12.22688172,11.57219388,0.654687843,97.49,Poland,1,0,Monday,0,Winter,Medium,0
2025-11-21,Warsaw Chopin,77.61,82.06,9.826962677,10.56437659,-0.737413913,97.77,Poland,11,4,Friday,0,Autumn,Medium,0
2022-06-12,Warsaw Chopin,48.03,66.22,23.86921397,17.23674074,6.632473233,97.13,Poland,6,6,Sunday,1,Summer,Medium,1
2023-08-23,Warsaw Chopin,77.65,86.17,12.56862745,9.318379447,3.250248004,93.95,Poland,8,2,Wednesday,0,Summer,Medium,0
2024-01-25,Warsaw Chopin,82.65,85.17,8.122907154,6.415709729,1.707197425,96.61,Poland,1,3,Thursday,0,Winter,Medium,0
2025-07-23,Warsaw Chopin,74.35,83.11,11.50324675,8.895198675,2.608048078,97.2,Poland,7,2,Wednesday,0,Summer,Medium,0
2023-12-02,Warsaw Chopin,52.78,60.11,24.57564815,23.61385768,0.96179047,93.17,Poland,12,5,Saturday,1,Winter,Medium,1
2024-11-15,Warsaw Chopin,81.78,82.17,9.866396761,8.554521964,1.311874797,97.33,Poland,11,4,Friday,0,Autumn,Medium,0
2024-09-10,Warsaw Chopin,67.84,73.67,18.64310954,17.72147094,0.921638604,95.68,Poland,9,1,Tuesday,0,Autumn,Medium,1
2024-06-26,Warsaw Chopin,50.37,58.3,35.27238806,35.82669127,-0.554303207,92.64,Poland,6,2,Wednesday,0,Summer,Medium,1
2025-06-19,Warsaw Chopin,78.18,84.05,10.52480999,9.824806202,0.700003788,96.27,Poland,6,3,Thursday,0,Summer,Medium,0
2022-12-28,Warsaw Chopin,68.97,82.68,14.54185824,8.693854749,5.848003489,99.44,Poland,12,2,Wednesday,0,Winter,Medium,0
2025-09-20,Warsaw Chopin,73.21,79.17,16.55714286,15.04699074,1.510152116,96.28,Poland,9,5,Saturday,1,Autumn,Medium,1
2025-05-04,Warsaw Chopin,70.03,75.76,13.38047138,12.15690236,1.223569024,97.39,Poland,5,6,Sunday,1,Spring,Medium,0
2024-01-07,Warsaw Chopin,70.73,71.65,16.32682927,17.8597079,-1.532878635,96.74,Poland,1,6,Sunday,1,Winter,Medium,1
2023-06-03,Warsaw Chopin,71.49,78.79,16.30555556,15.07705628,1.228499278,97.49,Poland,6,5,Saturday,1,Summer,Medium,1
2026-04-24,Warsaw Chopin,85.87,89.55,7.019392813,5.127487562,1.891905251,97.16,Poland,4,4,Friday,0,Spring,Medium,0
2022-02-19,Warsaw Chopin,52.85,60.91,21.91409214,19.78090909,2.13318305,94.85,Poland,2,5,Saturday,1,Winter,Medium,1
2025-06-23,Warsaw Chopin,65.13,70.3,17.21052632,16.72392739,0.486598923,97.15,Poland,6,0,Monday,0,Summer,Medium,1
2023-10-06,Warsaw Chopin,69.88,78.71,19.17168675,14.33025435,4.841432396,93.59,Poland,10,4,Friday,0,Autumn,Medium,1
2025-08-13,Warsaw Chopin,75.66,83.88,11.56907895,7.704276316,3.864802632,97.18,Poland,8,2,Wednesday,0,Summer,Medium,0
2025-08-15,Warsaw Chopin,77.3,83.95,11.96052632,8.14877369,3.811752626,97.76,Poland,8,4,Friday,0,Summer,Medium,0
2022-12-11,Warsaw Chopin,14.61,36.53,65.23511236,49.28353293,15.95157943,97.28,Poland,12,6,Sunday,1,Winter,Medium,1
2025-07-26,Warsaw Chopin,55.56,69.72,23.40268817,17.49659624,5.906091928,96.25,Poland,7,5,Saturday,1,Summer,Medium,1
2025-10-26,Warsaw Chopin,81.18,85.49,9.949019608,9.051503268,0.89751634,89.04,Poland,10,6,Sunday,1,Autumn,Medium,0
2026-05-22,Warsaw Chopin,80.6,84.85,9.515050167,8.145117845,1.369932322,95.99,Poland,5,4,Friday,0,Spring,Medium,0
2023-03-09,Warsaw Chopin,66.33,77.72,14.79740369,12.5656304,2.231773288,96.23,Poland,3,3,Thursday,0,Spring,Medium,0
2023-01-03,Warsaw Chopin,75.0,82.42,11.70314815,10.3474359,1.355712251,99.47,Poland,1,1,Tuesday,0,Winter,Medium,0
2025-10-09,Warsaw Chopin,62.08,72.09,15.69765101,14.47851606,1.219134949,97.77,Poland,10,3,Thursday,0,Autumn,Medium,1
2025-03-09,Warsaw Chopin,88.94,88.16,6.965957447,8.767397661,-1.801440214,95.95,Poland,3,6,Sunday,1,Spring,Medium,0
2022-08-26,Warsaw Chopin,46.81,65.93,29.56652482,20.71939528,8.847129542,96.05,Poland,8,4,Friday,0,Summer,Medium,1
2022-11-21,Warsaw Chopin,67.17,82.65,17.55286195,14.83112245,2.721739504,96.74,Poland,11,0,Monday,0,Autumn,Medium,1
2024-09-13,Warsaw Chopin,57.64,70.77,20.99976852,16.02717136,4.972597157,97.39,Poland,9,4,Friday,0,Autumn,Medium,1
2025-10-12,Warsaw Chopin,61.64,66.78,22.17037671,21.29757062,0.872806091,98.35,Poland,10,6,Sunday,1,Autumn,Medium,1
2023-11-24,Warsaw Chopin,81.78,83.26,9.634740741,8.824816446,0.809924294,97.07,Poland,11,4,Friday,0,Autumn,Medium,0
2024-02-07,Warsaw Chopin,80.61,86.15,12.01768707,7.77042735,4.247259724,94.93,Poland,2,2,Wednesday,0,Winter,Medium,0
2026-02-11,Warsaw Chopin,89.33,84.17,7.653952569,9.259930556,-1.605977986,98.08,Poland,2,2,Wednesday,0,Winter,Medium,0
2022-04-20,Warsaw Chopin,34.34,44.31,41.75331325,34.80449102,6.948822235,95.77,Poland,4,2,Wednesday,0,Spring,Medium,1
2024-01-30,Warsaw Chopin,85.85,89.37,12.45601626,10.41553945,2.040476808,96.31,Poland,1,1,Tuesday,0,Winter,Medium,0
2025-03-03,Warsaw Chopin,86.48,87.85,8.25,7.19851552,1.05148448,98.02,Poland,3,0,Monday,0,Spring,Medium,0
2024-09-21,Warsaw Chopin,62.14,69.77,19.2420439,16.09140827,3.150635627,96.12,Poland,9,5,Saturday,1,Autumn,Medium,1
2023-02-10,Warsaw Chopin,62.37,75.38,19.23032646,19.57973199,-0.349405533,98.01,Poland,2,4,Friday,0,Winter,Medium,1
2022-05-16,Warsaw Chopin,66.33,72.08,17.09547739,15.19534687,1.900130517,96.79,Poland,5,0,Monday,0,Spring,Medium,1
2025-10-04,Warsaw Chopin,51.7,55.72,27.75773585,24.84329643,2.914439416,95.41,Poland,10,5,Saturday,1,Autumn,Medium,1
2023-01-02,Warsaw Chopin,76.5,87.62,14.96108333,6.798927393,8.162155941,99.51,Poland,1,0,Monday,0,Winter,Medium,0
2023-05-13,Warsaw Chopin,75.49,81.02,13.64705882,8.50941358,5.137645243,97.66,Poland,5,5,Saturday,1,Spring,Medium,0
2023-03-02,Warsaw Chopin,80.31,84.13,8.379965458,6.220458554,2.159506904,98.07,Poland,3,3,Thursday,0,Spring,Medium,0
2025-01-16,Warsaw Chopin,81.03,84.3,11.91831357,9.181267218,2.737046353,97.72,Poland,1,3,Thursday,0,Winter,Medium,0
2022-02-21,Warsaw Chopin,78.01,81.82,15.30307329,8.666899767,6.636173519,95.51,Poland,2,0,Monday,0,Winter,Medium,1
2022-03-18,Warsaw Chopin,68.55,83.03,15.2548218,8.417272727,6.837549076,95.51,Poland,3,4,Friday,0,Spring,Medium,1
2023-02-25,Warsaw Chopin,85.54,87.64,9.52811245,6.985018727,2.543093723,95.6,Poland,2,5,Saturday,1,Winter,Medium,0
2023-08-21,Warsaw Chopin,74.79,84.08,14.9214876,10.35721088,4.564276719,94.23,Poland,8,0,Monday,0,Summer,Medium,0
2022-08-09,Warsaw Chopin,62.15,77.42,21.86090343,16.14784946,5.713053964,94.14,Poland,8,1,Tuesday,0,Summer,Medium,1
2024-01-16,Warsaw Chopin,71.35,77.11,16.51710069,14.90323383,1.613866864,97.03,Poland,1,1,Tuesday,0,Winter,Medium,1
2023-04-10,Warsaw Chopin,88.04,87.14,6.831020734,8.678492063,-1.84747133,98.17,Poland,4,0,Monday,0,Spring,Medium,0
2023-11-04,Warsaw Chopin,84.83,89.3,7.799344569,5.952673797,1.846670772,91.5,Poland,11,5,Saturday,1,Autumn,Medium,0
2022-05-04,Warsaw Chopin,75.52,84.34,13.92465278,8.958838384,4.965814394,96.19,Poland,5,2,Wednesday,0,Spring,Medium,0
2023-09-04,Warsaw Chopin,67.32,77.34,16.77683727,13.5860026,3.190834666,94.91,Poland,9,0,Monday,0,Autumn,Medium,1
2023-06-07,Warsaw Chopin,75.63,83.83,12.99887955,8.104468085,4.894411467,96.84,Poland,6,2,Wednesday,0,Summer,Medium,0
2023-10-12,Warsaw Chopin,75.0,80.99,11.55416667,8.837741047,2.71642562,95.19,Poland,10,3,Thursday,0,Autumn,Medium,0
2023-01-30,Warsaw Chopin,67.57,74.07,13.28810811,12.39241623,0.895691882,98.43,Poland,1,0,Monday,0,Winter,Medium,0
2022-11-03,Warsaw Chopin,81.07,86.73,10.16682848,7.814370748,2.352457731,95.93,Poland,11,3,Thursday,0,Autumn,Medium,0
2023-06-13,Warsaw Chopin,70.78,78.78,12.03518519,11.19789116,0.837294029,96.58,Poland,6,1,Tuesday,0,Summer,Medium,0
2024-12-24,Warsaw Chopin,88.14,86.34,9.005154639,6.390731707,2.614422932,96.08,Poland,12,1,Tuesday,0,Winter,Medium,0
2022-10-02,Warsaw Chopin,48.25,63.35,27.09539474,21.00769231,6.087702429,97.89,Poland,10,6,Sunday,1,Autumn,Medium,1
2025-09-27,Warsaw Chopin,53.33,46.0,25.55020833,25.25046667,0.299741667,94.27,Poland,9,5,Saturday,1,Autumn,Medium,1
2022-07-23,Warsaw Chopin,46.19,66.51,35.83087302,25.87382075,9.957052261,95.61,Poland,7,5,Saturday,1,Summer,Medium,1
2022-03-09,Warsaw Chopin,68.18,85.51,13.47575758,7.896859903,5.578897672,90.45,Poland,3,2,Wednesday,0,Spring,Medium,0
2022-07-04,Warsaw Chopin,49.77,63.11,31.54635659,21.98962963,9.55672696,93.09,Poland,7,0,Monday,0,Summer,Medium,1
2022-05-22,Warsaw Chopin,53.96,65.66,21.65280528,17.02718855,4.625616728,97.65,Poland,5,6,Sunday,1,Spring,Medium,1
2025-04-02,Warsaw Chopin,84.94,87.4,8.077220077,7.772773537,0.30444654,97.79,Poland,4,2,Wednesday,0,Spring,Medium,0
2024-07-19,Warsaw Chopin,47.67,54.44,37.68972521,39.49932099,-1.809595779,94.97,Poland,7,4,Friday,0,Summer,Medium,1
2023-06-19,Warsaw Chopin,68.57,79.01,22.24639456,14.61419753,7.632197027,97.71,Poland,6,0,Monday,0,Summer,Medium,1
2025-04-17,Warsaw Chopin,70.96,82.05,13.79754902,9.982173382,3.815375637,98.95,Poland,4,3,Thursday,0,Spring,Medium,0
2023-12-24,Warsaw Chopin,55.7,60.78,21.51339662,22.74172113,-1.228324508,98.76,Poland,12,6,Sunday,1,Winter,Medium,1
2024-05-14,Warsaw Chopin,82.87,80.88,9.393227092,9.920717131,-0.52749004,96.69,Poland,5,1,Tuesday,0,Spring,Medium,0
2022-09-19,Warsaw Chopin,57.5,78.48,20.070625,12.15253165,7.918093354,96.53,Poland,9,0,Monday,0,Autumn,Medium,1
2023-08-14,Warsaw Chopin,74.38,81.82,16.99400826,10.95557851,6.038429752,95.08,Poland,8,0,Monday,0,Summer,Medium,1
2024-02-12,Warsaw Chopin,87.27,88.44,8.375909091,6.582888889,1.793020202,97.03,Poland,2,0,Monday,0,Winter,Medium,0
2023-05-06,Warsaw Chopin,79.17,79.39,13.51388889,12.25767544,1.25621345,96.55,Poland,5,5,Saturday,1,Spring,Medium,0
2026-05-21,Warsaw Chopin,83.06,84.8,8.910299003,8.092905405,0.817393598,94.51,Poland,5,3,Thursday,0,Spring,Medium,0
2022-10-25,Warsaw Chopin,74.88,78.87,12.59243156,9.676056338,2.916375224,97.72,Poland,10,1,Tuesday,0,Autumn,Medium,0
2025-02-06,Warsaw Chopin,85.2,88.8,7.058333333,5.661894882,1.396438451,97.74,Poland,2,3,Thursday,0,Winter,Medium,0
2025-09-05,Warsaw Chopin,68.3,76.22,14.03594771,13.22312704,0.812820677,95.48,Poland,9,4,Friday,0,Autumn,Medium,0
2025-10-19,Warsaw Chopin,64.41,73.26,17.17627119,14.0015625,3.174708686,96.14,Poland,10,6,Sunday,1,Autumn,Medium,1
2025-05-12,Warsaw Chopin,84.98,87.18,11.89377289,6.864468864,5.029304029,97.88,Poland,5,0,Monday,0,Spring,Medium,0
2025-02-08,Warsaw Chopin,86.63,88.94,8.52879538,6.754086538,1.774708841,97.12,Poland,2,5,Saturday,1,Winter,Medium,0
2025-02-18,Warsaw Chopin,64.22,75.95,16.51774425,12.56434599,3.953398261,97.12,Poland,2,1,Tuesday,0,Winter,Medium,1
2022-10-28,Warsaw Chopin,66.35,74.76,18.30488782,16.13936508,2.165522741,96.52,Poland,10,4,Friday,0,Autumn,Medium,1
2023-09-30,Warsaw Chopin,68.53,72.88,18.84346264,17.58975989,1.253702757,97.17,Poland,9,5,Saturday,1,Autumn,Medium,1
2023-04-08,Warsaw Chopin,85.71,90.72,6.544973545,4.764776632,1.780196913,98.97,Poland,4,5,Saturday,1,Spring,Medium,0
2023-06-20,Warsaw Chopin,66.67,71.88,22.00919312,18.48834635,3.520846768,96.39,Poland,6,1,Tuesday,0,Summer,Medium,1
2023-02-20,Warsaw Chopin,66.84,74.87,15.35828877,11.31794872,4.040340052,96.53,Poland,2,0,Monday,0,Winter,Medium,1
2026-04-18,Warsaw Chopin,81.78,86.96,8.785280374,7.106376812,1.678903562,93.59,Poland,4,5,Saturday,1,Spring,Medium,0
2025-03-05,Warsaw Chopin,87.82,89.36,6.040406162,5.598014184,0.442391978,97.62,Poland,3,2,Wednesday,0,Spring,Medium,0
2023-07-22,Warsaw Chopin,74.45,74.25,10.93223201,12.96874106,-2.036509047,98.27,Poland,7,5,Saturday,1,Summer,Medium,0
2024-11-20,Warsaw Chopin,77.02,85.34,12.46042553,8.981106322,3.47931921,97.15,Poland,11,2,Wednesday,0,Autumn,Medium,0
2026-03-10,Warsaw Chopin,89.63,92.68,6.538658368,5.146883469,1.391774899,93.26,Poland,3,1,Tuesday,0,Spring,Medium,0
2023-01-18,Warsaw Chopin,82.04,91.23,10.14141717,6.096003899,4.045413267,99.42,Poland,1,2,Wednesday,0,Winter,Medium,0
2025-03-20,Warsaw Chopin,85.98,90.84,7.590909091,4.115537849,3.475371242,96.76,Poland,3,3,Thursday,0,Spring,Medium,0
2023-02-16,Warsaw Chopin,64.71,80.9,15.18966132,10.0255618,5.164099521,95.19,Poland,2,3,Thursday,0,Winter,Medium,1
2024-04-22,Warsaw Chopin,83.61,87.39,9.410294118,7.990266106,1.420028011,97.62,Poland,4,0,Monday,0,Spring,Medium,0
2023-04-17,Warsaw Chopin,77.57,84.86,13.10732087,9.760321101,3.346999771,99.11,Poland,4,0,Monday,0,Spring,Medium,0
2022-12-20,Warsaw Chopin,48.92,66.49,29.46550179,20.71544503,8.750056766,97.07,Poland,12,1,Tuesday,0,Winter,Medium,1
2023-07-15,Warsaw Chopin,70.13,76.6,17.26507937,14.01042553,3.254653833,96.71,Poland,7,5,Saturday,1,Summer,Medium,1
2023-02-27,Warsaw Chopin,89.47,85.93,7.230438596,6.465242881,0.765195715,97.99,Poland,2,0,Monday,0,Winter,Medium,0
2023-01-07,Warsaw Chopin,65.14,72.13,19.27438095,17.62650273,1.64787822,96.77,Poland,1,5,Saturday,1,Winter,Medium,1
2024-03-18,Warsaw Chopin,63.35,80.0,16.51319759,10.27577778,6.237419809,96.6,Poland,3,0,Monday,0,Spring,Medium,1
2025-12-26,Warsaw Chopin,56.33,58.54,23.44639456,24.38685637,-0.940461811,99.6,Poland,12,4,Friday,0,Winter,Medium,1
2022-06-20,Warsaw Chopin,29.73,44.59,41.76509009,35.45021645,6.31487364,93.65,Poland,6,0,Monday,0,Summer,Medium,1
2025-01-01,Warsaw Chopin,88.21,86.02,7.364102564,6.107526882,1.256575682,97.54,Poland,1,2,Wednesday,0,Winter,Medium,0
2025-03-28,Warsaw Chopin,88.57,90.44,6.485714286,4.462217795,2.02349649,98.81,Poland,3,4,Friday,0,Spring,Medium,0
2025-08-03,Warsaw Chopin,56.96,75.42,22.43969795,16.03200443,6.407693521,95.99,Poland,8,6,Sunday,1,Summer,Medium,1
2022-02-14,Warsaw Chopin,86.57,92.52,7.42300995,4.580952381,2.842057569,97.35,Poland,2,0,Monday,0,Winter,Medium,0
