Date,Airport,Departure Punctuality %,Arrival Punctuality %,Avg Departure Schedule Delay,Avg Arrival Schedule Delay,Avg Departure - Arrival Schedule Delay,Operated Schedules %,Country,Month,Weekday,Is_Weekend,Season,Airport_Size,Temperature,Precipitation,WindSpeed,Delayed
2026-02-15,Paris Charles de Gaulle,56.24,62.4,24.77927063,21.12366667,3.655603967,83.04,France,2,6,1,Winter,Large,1.1,8.1,27.9,1
2023-12-01,Paris Charles de Gaulle,54.88,63.39,23.80096,19.56424731,4.236712688,97.67,France,12,4,0,Winter,Large,1.6,0.2,17.2,1
2024-06-08,Paris Orly,65.38,80.48,17.08041958,8.598972603,8.481446978,96.36,France,6,5,1,Summer,Medium,15.1,0.0,19.5,1
2026-01-20,Nice,83.15,84.52,9.08988764,7.855357143,1.234530498,73.05,France,1,1,0,Winter,Medium,11.1,0.0,15.4,0
2025-09-08,Paris Orly,71.31,79.61,15.32386364,10.76308194,4.5607817,95.92,France,9,0,0,Autumn,Medium,20.1,0.0,10.5,1
2023-01-12,Nice,75.7,87.62,12.64485981,5.298571429,7.346288385,91.94,France,1,3,0,Winter,Medium,10.3,0.0,14.1,0
2025-11-07,Paris Charles de Gaulle,46.53,66.51,29.10271903,18.20527651,10.89744252,98.23,France,11,4,0,Autumn,Large,11.0,0.2,14.8,1
2024-01-24,Paris Charles de Gaulle,67.31,79.96,16.93333333,10.02094109,6.912392241,95.13,France,1,2,0,Winter,Large,11.7,1.1,31.1,1
2023-09-07,Paris Charles de Gaulle,60.09,76.27,20.49649123,12.70658466,7.789906568,94.76,France,9,3,0,Autumn,Large,23.1,0.0,10.6,1
2023-05-27,Paris Charles de Gaulle,60.06,77.72,18.63404649,11.59102981,7.043016677,96.94,France,5,5,1,Spring,Large,16.7,0.0,17.2,1
2024-11-04,Nice,63.93,71.35,22.16502732,16.47807018,5.686957147,92.0,France,11,0,0,Autumn,Medium,14.8,0.0,7.8,1
2025-03-09,Paris Charles de Gaulle,73.88,83.9,13.07487521,9.220367232,3.854507976,94.99,France,3,6,1,Spring,Large,12.1,0.1,15.6,0
2022-08-23,Paris Charles de Gaulle,62.86,77.23,18.588483,12.53994872,6.048534286,97.94,France,8,1,0,Summer,Large,22.2,0.2,8.9,1
2022-12-30,Paris Charles de Gaulle,59.7,75.08,18.34401349,12.53070321,5.813310279,98.35,France,12,4,0,Winter,Large,9.2,9.6,37.8,1
2025-05-14,Paris Charles de Gaulle,75.0,83.38,13.33136095,9.440344311,3.891016635,96.04,France,5,2,0,Spring,Large,16.8,0.0,18.9,0
2026-01-29,Nice,72.41,76.03,15.46896552,14.10833333,1.360632184,83.98,France,1,3,0,Winter,Medium,7.5,0.0,13.1,1
2024-12-27,Paris Orly,53.68,69.4,23.36491228,16.87506219,6.489850092,92.86,France,12,4,0,Winter,Medium,1.9,0.0,5.6,1
2024-03-18,Nice,78.98,82.39,11.66912879,7.464779874,4.204348914,92.23,France,3,0,0,Spring,Medium,12.4,0.0,18.0,0
2023-09-10,Paris Charles de Gaulle,57.55,71.79,22.96226415,16.22332277,6.738941383,95.1,France,9,6,1,Autumn,Large,26.6,0.0,13.8,1
2024-01-27,Paris Charles de Gaulle,54.79,70.77,21.42316258,15.05491106,6.368251524,97.41,France,1,5,1,Winter,Large,2.1,0.0,11.9,1
2023-11-23,Nice,85.19,85.61,6.977777778,6.924494949,0.053282828,93.79,France,11,3,0,Autumn,Medium,11.8,0.0,18.0,0
2022-06-25,Nice,17.82,35.84,56.31034483,33.37052023,22.9398246,83.8,France,6,5,1,Summer,Medium,23.5,0.0,18.0,1
2023-11-28,Paris Charles de Gaulle,56.38,78.01,19.73358501,11.77537228,7.958212732,96.62,France,11,1,0,Autumn,Large,3.9,0.3,20.9,1
2024-02-19,Paris Orly,70.07,79.36,15.13685446,13.18297746,1.953876999,92.63,France,2,0,0,Winter,Medium,10.4,0.6,19.8,1
2022-02-15,Nice,81.9,89.58,6.2,4.282118056,1.917881944,92.24,France,2,1,0,Winter,Medium,8.6,1.1,12.5,0
2024-09-11,Paris Charles de Gaulle,64.47,77.47,18.03581662,11.76169297,6.274123649,95.64,France,9,2,0,Autumn,Large,14.0,4.9,27.7,1
2023-11-02,Nice,58.04,62.41,20.30769231,18.76737589,1.540316421,89.57,France,11,3,0,Autumn,Medium,14.2,24.5,13.2,1
2025-06-26,Nice,28.4,35.61,52.53307393,42.40517677,10.12789716,80.65,France,6,3,0,Summer,Medium,25.8,0.0,13.1,1
2025-09-13,Nice,48.84,57.14,29.33488372,22.13571429,7.199169435,83.27,France,9,5,1,Autumn,Medium,20.9,2.0,11.2,1
2023-11-26,Paris Orly,81.09,86.81,12.62909091,6.673504274,5.955586636,96.17,France,11,6,1,Autumn,Medium,2.7,0.0,13.8,0
2024-11-23,Nice,82.0,84.21,9.447166667,5.378947368,4.068219298,90.18,France,11,5,1,Autumn,Medium,8.0,0.0,17.4,0
2024-11-13,Paris Orly,80.82,85.58,8.228310502,5.908837209,2.319473293,94.09,France,11,2,0,Autumn,Medium,7.5,0.0,13.6,0
2026-02-13,Nice,63.64,75.31,19.47159091,15.86666667,3.604924242,86.45,France,2,4,0,Winter,Medium,11.0,7.1,21.6,1
2023-12-21,Paris Orly,59.47,70.08,21.98863636,19.02468434,2.96395202,94.74,France,12,3,0,Winter,Medium,10.4,1.5,29.2,1
2023-11-14,Paris Charles de Gaulle,64.91,75.26,15.28620102,12.34642039,2.939780633,98.33,France,11,1,0,Autumn,Large,11.0,3.9,31.9,1
2023-07-21,Paris Charles de Gaulle,45.12,66.37,28.04431525,19.97827828,8.066036967,96.61,France,7,4,0,Summer,Large,18.6,4.1,17.7,1
2025-10-07,Nice,83.87,84.02,8.064516129,6.404810997,1.659705132,85.65,France,10,1,0,Autumn,Medium,17.8,0.0,12.0,0
2025-04-12,Nice,78.26,79.04,11.97515528,12.2246507,-0.249495419,84.24,France,4,5,1,Spring,Medium,13.6,2.8,13.6,0
2025-02-23,Nice,66.27,64.46,18.24417671,17.125,1.119176707,92.31,France,2,6,1,Winter,Medium,11.9,0.0,8.1,1
2024-11-15,Nice,84.62,83.85,7.035502959,6.478364389,0.557138569,89.18,France,11,4,0,Autumn,Medium,10.5,0.0,12.8,0
2023-11-12,Paris Orly,73.61,83.51,11.38194444,7.45754386,3.924400585,94.75,France,11,6,1,Autumn,Medium,9.2,10.0,21.3,0
2025-11-13,Nice,84.46,89.8,6.554054054,4.054421769,2.499632285,85.31,France,11,3,0,Autumn,Medium,13.0,0.0,10.3,0
2024-03-08,Paris Charles de Gaulle,66.22,79.67,17.45424293,11.3569146,6.097328328,96.2,France,3,4,0,Spring,Large,7.6,0.0,26.6,1
2023-09-02,Paris Charles de Gaulle,52.48,65.88,22.15132832,16.58896751,5.562360816,96.67,France,9,5,1,Autumn,Large,20.9,0.7,15.1,1
2023-06-19,Paris Charles de Gaulle,35.44,56.01,34.8002451,25.85482983,8.945415268,92.55,France,6,0,0,Summer,Large,19.6,1.2,13.6,1
2024-11-23,Paris Charles de Gaulle,51.7,63.53,23.53207547,22.7501634,0.781912073,95.6,France,11,5,1,Autumn,Large,4.2,0.0,26.7,1
2026-04-03,Nice,68.47,75.66,14.49099099,11.10376106,3.387229929,88.42,France,4,4,0,Spring,Medium,15.0,0.0,17.5,0
2026-04-18,Paris Charles de Gaulle,70.48,82.22,13.85471406,8.378597884,5.476116181,96.44,France,4,5,1,Spring,Large,13.9,2.9,15.9,0
2025-03-31,Paris Orly,74.59,83.22,10.47524752,7.740268456,2.734979068,90.21,France,3,0,0,Spring,Medium,9.1,0.0,12.3,0
2022-01-10,Paris Charles de Gaulle,59.14,72.73,20.49406176,17.25666667,3.237395091,95.54,France,1,0,0,Winter,Large,1.4,0.0,11.3,1
2025-08-31,Nice,42.91,53.06,32.16891892,26.34421769,5.824701232,86.16,France,8,6,1,Summer,Medium,22.5,0.0,13.6,1
2022-06-26,Paris Orly,55.83,66.91,22.23321555,17.77973621,4.453479337,91.99,France,6,6,1,Summer,Medium,16.2,0.8,13.5,1
2022-07-26,Paris Orly,64.44,78.06,17.08888889,11.12110763,5.967781261,99.07,France,7,1,0,Summer,Medium,19.2,0.3,14.5,1
2024-05-27,Nice,39.22,64.31,26.68907563,16.09558974,10.59348589,79.57,France,5,0,0,Spring,Medium,18.4,0.0,8.9,1
2025-12-16,Paris Charles de Gaulle,63.31,78.11,17.71671827,12.5246118,5.192106465,95.88,France,12,1,0,Winter,Large,9.9,0.4,17.8,1
2026-01-26,Paris Charles de Gaulle,72.6,77.26,13.78979058,14.10831909,-0.318528512,94.9,France,1,0,0,Winter,Large,4.7,0.3,11.2,0
2022-12-18,Nice,59.44,71.62,17.39160839,16.63108108,0.760527311,92.07,France,12,6,1,Winter,Medium,9.7,0.0,16.7,1
2024-08-22,Paris Charles de Gaulle,64.48,80.56,16.8867688,9.607840376,7.278928427,96.39,France,8,3,0,Summer,Large,17.4,0.0,19.5,1
2025-03-02,Paris Orly,75.77,82.13,12.58703072,11.03608247,1.550948242,95.44,France,3,6,1,Spring,Medium,4.7,0.0,13.6,0
2024-01-27,Nice,83.95,87.5,7.777777778,8.883958333,-1.106180556,93.41,France,1,5,1,Winter,Medium,10.5,0.0,6.3,0
2024-07-24,Paris Charles de Gaulle,43.96,63.53,31.16086142,19.43667602,11.72418541,94.38,France,7,2,0,Summer,Large,19.2,0.1,8.4,1
2022-11-05,Nice,69.29,78.05,17.16535433,10.19607046,6.96928387,89.33,France,11,5,1,Autumn,Medium,13.8,0.5,14.3,1
2026-02-21,Paris Orly,73.52,83.73,13.85770751,10.33181217,3.525895341,95.17,France,2,5,1,Winter,Medium,11.9,0.6,19.2,0
2022-07-27,Paris Orly,66.45,78.83,16.1884984,10.50282302,5.685675384,93.49,France,7,2,0,Summer,Medium,19.8,0.0,16.4,1
2022-02-06,Paris Orly,69.0,78.5,13.38,10.14816667,3.231833333,91.4,France,2,6,1,Winter,Medium,8.2,4.4,36.6,0
2022-09-27,Paris Charles de Gaulle,64.8,78.68,17.73848684,11.41057851,6.32790833,97.29,France,9,1,0,Autumn,Large,10.9,4.6,23.7,1
2024-12-05,Paris Charles de Gaulle,38.14,59.76,29.79322034,20.92529711,8.867923225,93.18,France,12,3,0,Winter,Large,6.8,4.9,23.9,1
2022-11-07,Paris Orly,76.45,81.44,11.18771331,9.891924399,1.295788912,96.44,France,11,0,0,Autumn,Medium,12.9,0.0,28.1,0
2023-08-28,Paris Orly,57.99,63.96,21.35207101,22.27752753,-0.925456522,91.51,France,8,0,0,Summer,Medium,16.4,0.9,16.0,1
2026-01-03,Paris Charles de Gaulle,27.38,37.06,45.37377049,40.51223914,4.861531349,95.81,France,1,5,1,Winter,Large,-0.8,0.2,17.3,1
2022-01-20,Nice,84.78,86.02,8.77173913,9.267921147,-0.496182017,84.35,France,1,3,0,Winter,Medium,7.3,0.0,20.0,0
2022-04-06,Paris Charles de Gaulle,64.73,83.14,16.68242652,8.805103359,7.877323157,95.08,France,4,2,0,Spring,Large,9.8,1.1,29.6,1
2024-02-21,Paris Orly,73.97,85.95,11.03305785,7.320592287,3.712465565,95.4,France,2,2,0,Winter,Medium,8.3,10.3,30.6,0
2022-10-13,Paris Charles de Gaulle,63.32,75.82,18.3917489,11.97154605,6.420202851,97.15,France,10,3,0,Autumn,Large,12.9,2.4,18.4,1
2025-12-06,Paris Charles de Gaulle,55.93,70.12,23.08135593,18.72873462,4.35262131,96.9,France,12,5,1,Winter,Large,9.2,4.2,26.6,1
2022-05-15,Paris Orly,36.43,57.35,36.11785714,23.95925926,12.15859788,96.6,France,5,6,1,Spring,Medium,20.7,0.3,20.4,1
2023-03-15,Nice,50.32,64.34,22.96129032,17.71130536,5.249984961,83.08,France,3,2,0,Spring,Medium,12.8,0.0,22.1,1
2024-12-12,Paris Orly,72.87,83.06,11.83805668,7.392561983,4.445494697,95.77,France,12,3,0,Winter,Medium,3.9,0.0,9.8,0
2024-04-01,Paris Orly,72.08,82.04,13.95759717,8.378051643,5.57954553,92.7,France,4,0,0,Spring,Medium,9.7,2.6,23.3,0
2026-01-21,Paris Charles de Gaulle,73.2,83.04,14.68414269,9.592946429,5.091196257,95.74,France,1,2,0,Winter,Large,9.1,3.2,20.7,0
2022-01-10,Paris Orly,70.0,82.54,13.93008772,9.009876543,4.920211176,93.72,France,1,0,0,Winter,Medium,2.0,0.0,11.5,0
2026-02-12,Paris Orly,58.75,74.03,21.6614786,19.11963824,2.541840356,89.0,France,2,3,0,Winter,Medium,10.1,4.5,27.0,1
2024-02-16,Nice,73.53,76.12,11.125,9.58880597,1.53619403,96.67,France,2,4,0,Winter,Medium,11.3,0.1,7.2,0
2024-11-01,Paris Charles de Gaulle,55.43,75.35,23.61426256,15.78649922,7.827763346,92.73,France,11,4,0,Autumn,Large,10.5,0.0,6.9,1
2025-05-11,Paris Orly,64.97,65.36,18.6257485,21.33172691,-2.705978405,94.69,France,5,6,1,Spring,Medium,17.7,8.4,17.2,1
2023-05-09,Paris Charles de Gaulle,61.31,77.64,18.84708788,13.50986025,5.337227635,98.18,France,5,1,0,Spring,Large,13.7,13.7,19.9,1
2023-07-19,Paris Orly,61.54,77.74,18.0474359,10.57752688,7.469909016,95.72,France,7,2,0,Summer,Medium,21.0,0.0,21.0,1
2023-08-06,Nice,43.75,62.04,28.02395833,18.65072993,9.373228406,87.72,France,8,6,1,Summer,Medium,23.6,0.0,12.2,1
2022-07-23,Nice,39.04,61.22,33.19521912,22.1529932,11.04222593,80.84,France,7,5,1,Summer,Medium,27.3,0.0,11.9,1
2023-07-29,Paris Orly,54.14,65.17,21.77586207,18.73201149,3.043850575,95.42,France,7,5,1,Summer,Medium,19.8,5.4,18.8,1
2023-05-29,Paris Charles de Gaulle,62.37,74.78,19.46923457,14.42328358,5.045950986,95.53,France,5,0,0,Spring,Large,17.2,0.0,26.6,1
2024-10-04,Paris Orly,61.84,77.6,19.48684211,13.18555195,6.301290157,91.92,France,10,4,0,Autumn,Medium,10.0,0.0,11.0,1
2025-09-12,Paris Orly,62.95,78.39,17.02785515,11.32945522,5.698399936,95.77,France,9,4,0,Autumn,Medium,15.5,0.5,19.8,1
2022-10-27,Paris Charles de Gaulle,64.2,75.25,18.39244663,13.82491803,4.567528601,97.93,France,10,3,0,Autumn,Large,16.9,0.0,21.6,1
2025-07-28,Paris Orly,58.55,69.14,19.87246377,15.0652381,4.807225673,96.37,France,7,0,0,Summer,Medium,18.1,0.9,14.1,1
2024-01-17,Nice,84.47,79.21,7.32038835,10.75,-3.42961165,87.8,France,1,2,0,Winter,Medium,9.5,15.2,13.5,0
2025-07-09,Paris Orly,42.6,62.16,31.6183432,21.41556557,10.20277763,95.54,France,7,2,0,Summer,Medium,18.0,0.0,8.9,1
2026-01-12,Paris Orly,77.29,80.97,11.83150183,8.669651741,3.16185009,96.48,France,1,0,0,Winter,Medium,8.4,9.6,21.9,0
2026-03-21,Paris Charles de Gaulle,78.69,89.65,11.93814433,7.183362573,4.754781757,95.6,France,3,5,1,Spring,Large,9.8,0.0,13.2,0
2023-06-02,Nice,60.16,70.52,19.59756098,15.11772908,4.479831892,88.36,France,6,4,0,Summer,Medium,20.9,0.0,15.1,1
2026-04-19,Nice,71.11,72.61,14.32444444,14.27623188,0.04821256,87.45,France,4,6,1,Spring,Medium,17.8,0.0,10.0,0
2024-11-28,Paris Orly,74.89,85.78,15.74889868,7.733333333,8.015565345,94.21,France,11,3,0,Autumn,Medium,6.6,0.0,9.4,1
2024-05-29,Nice,63.68,75.22,16.20994021,11.81536232,4.39457789,89.96,France,5,2,0,Spring,Medium,19.4,0.0,10.8,1
2023-10-31,Nice,79.14,81.88,13.79856115,13.10301932,0.695541827,88.82,France,10,1,0,Autumn,Medium,16.2,0.0,27.7,0
2025-04-11,Paris Charles de Gaulle,66.15,78.45,15.49304482,12.01530461,3.477740216,96.61,France,4,4,0,Spring,Large,11.5,0.0,13.7,1
2022-07-18,Paris Orly,49.06,71.06,23.65625,18.6233119,5.032938103,97.31,France,7,0,0,Summer,Medium,28.2,0.0,10.4,1
2026-03-05,Paris Orly,89.0,91.99,9.356930126,6.018989547,3.337940579,96.71,France,3,3,0,Spring,Medium,11.3,0.0,9.2,0
2024-01-22,Nice,81.6,86.78,9.776,8.808126722,0.967873278,92.7,France,1,0,0,Winter,Medium,6.6,0.0,17.9,0
2025-12-27,Nice,62.32,72.52,19.95652174,11.71234097,8.244180772,84.43,France,12,5,1,Winter,Medium,9.3,0.0,20.4,1
2025-02-08,Paris Charles de Gaulle,72.83,83.59,15.67097967,9.75178117,5.919198497,97.49,France,2,5,1,Winter,Large,5.5,1.6,18.6,1
2025-01-03,Paris Orly,29.17,49.13,35.20138889,25.60155709,9.599831795,93.87,France,1,4,0,Winter,Medium,0.2,0.0,8.8,1
2023-03-01,Paris Orly,78.36,89.02,9.921641791,5.284027778,4.637614013,96.14,France,3,2,0,Spring,Medium,1.6,0.0,19.9,0
2025-12-07,Nice,77.42,84.31,10.58064516,8.352178649,2.228466512,87.91,France,12,6,1,Winter,Medium,10.0,0.0,10.7,0
2024-04-13,Nice,84.43,90.12,10.94510978,4.171608527,6.773501253,89.95,France,4,5,1,Spring,Medium,18.9,0.0,14.8,0
2024-03-22,Nice,86.47,85.08,7.135294118,9.361786372,-2.226492254,94.51,France,3,4,0,Spring,Medium,14.1,0.0,8.1,0
2024-09-21,Nice,69.19,78.5,15.16835017,12.98341667,2.184933502,92.27,France,9,5,1,Autumn,Medium,19.4,0.0,24.6,1
2026-05-21,Paris Charles de Gaulle,71.92,84.88,16.13892909,11.31499516,4.823933933,95.85,France,5,3,0,Spring,Large,16.6,0.0,7.2,1
2026-03-11,Paris Charles de Gaulle,79.77,86.64,12.51779935,7.783441911,4.734357442,94.29,France,3,2,0,Spring,Large,9.8,11.3,24.9,0
2022-08-03,Nice,60.61,73.68,18.27272727,12.08355263,6.189174641,89.14,France,8,2,0,Summer,Medium,29.0,0.0,13.4,1
2026-03-04,Paris Charles de Gaulle,79.9,85.74,12.90284757,8.774957555,4.127890016,93.08,France,3,2,0,Spring,Large,10.8,0.0,14.7,0
2023-12-24,Paris Charles de Gaulle,57.06,71.67,20.04708098,14.6764853,5.370595676,98.33,France,12,6,1,Winter,Large,9.9,0.2,27.1,1
2023-11-25,Nice,85.0,80.58,8.34,9.498867314,-1.158867314,93.52,France,11,5,1,Autumn,Medium,9.7,1.4,16.2,0
2022-12-24,Paris Charles de Gaulle,61.78,65.12,23.47520661,22.59334038,0.881866231,96.63,France,12,5,1,Winter,Large,10.2,1.9,17.8,1
2024-04-11,Nice,77.73,82.67,10.11374408,8.340740741,1.773003335,92.77,France,4,3,0,Spring,Medium,15.7,0.8,13.0,0
2024-04-23,Paris Orly,67.88,80.92,14.59768212,9.77308114,4.824600979,94.43,France,4,1,0,Spring,Medium,6.1,0.1,18.9,0
2022-05-13,Paris Charles de Gaulle,66.03,80.43,16.0158046,10.068534,5.947270595,97.7,France,5,4,0,Spring,Large,14.2,0.0,11.5,1
2025-07-22,Paris Charles de Gaulle,58.2,76.28,20.05049088,14.50577652,5.544714368,95.59,France,7,1,0,Summer,Large,18.4,2.1,21.1,1
2024-03-16,Paris Charles de Gaulle,76.07,83.94,13.76635514,9.550732951,4.215622189,97.3,France,3,5,1,Spring,Large,11.2,2.3,21.3,0
2026-03-11,Paris Orly,90.57,93.47,5.37295082,3.684897959,1.68805286,95.33,France,3,2,0,Spring,Medium,10.3,7.8,24.3,0
2022-07-16,Nice,32.58,54.23,39.20833333,23.61070513,15.59762821,80.91,France,7,5,1,Summer,Medium,26.7,0.0,19.9,1
2025-01-07,Paris Orly,82.55,82.27,8.301886792,7.9075,0.394386792,94.71,France,1,1,0,Winter,Medium,5.1,0.3,25.8,0
2024-12-25,Paris Charles de Gaulle,70.39,78.63,17.49186275,12.95885621,4.533006536,93.57,France,12,2,0,Winter,Large,8.9,0.2,8.2,1
2024-12-23,Paris Orly,57.29,64.34,19.85069444,18.29463869,1.55605575,93.4,France,12,0,0,Winter,Medium,5.9,0.3,23.5,1
2025-11-28,Paris Charles de Gaulle,47.26,70.45,25.90483871,15.62029221,10.2845465,93.1,France,11,4,0,Autumn,Large,8.3,7.8,15.9,1
2022-04-08,Paris Charles de Gaulle,39.75,57.14,30.96563823,21.36006631,9.605571929,97.73,France,4,4,0,Spring,Large,5.3,23.2,26.4,1
2025-03-21,Nice,64.63,65.0,18.81707317,16.23125,2.585823171,91.3,France,3,4,0,Spring,Medium,12.5,8.7,33.0,1
2026-02-19,Nice,73.24,77.86,17.70422535,13.88119048,3.823034876,84.12,France,2,3,0,Winter,Medium,11.6,14.7,27.1,1
2025-12-19,Nice,69.15,73.08,14.52659574,12.38956044,2.137035305,88.64,France,12,4,0,Winter,Medium,11.1,4.7,12.8,0
2022-03-10,Nice,80.49,84.38,8.853658537,8.951041667,-0.09738313,88.59,France,3,3,0,Spring,Medium,9.4,0.0,14.1,0
2023-07-23,Nice,47.96,65.12,26.83968254,19.39163701,7.448045529,86.24,France,7,6,1,Summer,Medium,26.6,0.0,13.5,1
2026-05-18,Nice,65.72,82.77,16.49116608,10.35411985,6.137046228,88.96,France,5,0,0,Spring,Medium,16.0,2.9,9.7,1
2022-04-07,Nice,62.11,72.33,17.77018634,11.66100629,6.109180046,90.22,France,4,3,0,Spring,Medium,14.2,0.0,27.7,1
2023-05-11,Paris Orly,62.97,74.92,14.83860759,12.08095238,2.757655214,98.14,France,5,3,0,Spring,Medium,11.8,4.8,15.1,0
2022-05-20,Nice,47.39,51.87,27.79620853,23.68239875,4.113809777,83.88,France,5,4,0,Spring,Medium,21.5,0.0,10.7,1
2025-01-21,Nice,78.22,80.58,12.6039604,11.60161812,1.002342273,83.87,France,1,1,0,Winter,Medium,9.0,0.0,9.9,0
2024-12-31,Nice,85.71,86.54,7.732142857,6.288461538,1.443681319,96.55,France,12,1,0,Winter,Medium,8.6,0.0,7.5,0
2023-07-20,Paris Charles de Gaulle,51.46,73.31,23.40524781,14.2209433,9.184304509,96.23,France,7,3,0,Summer,Large,19.3,0.0,14.1,1
2023-01-12,Paris Orly,84.12,88.36,7.626609442,6.709051724,0.917557718,96.68,France,1,3,0,Winter,Medium,10.7,0.7,31.2,0
2026-04-14,Nice,86.03,87.64,8.100558659,5.657958801,2.442599858,85.51,France,4,1,0,Spring,Medium,16.0,0.0,13.2,0
2022-07-11,Paris Orly,44.69,61.17,27.14469453,20.83705502,6.307639518,96.64,France,7,0,0,Summer,Medium,22.8,0.0,15.1,1
2026-02-28,Nice,85.5,82.31,7.534351145,8.433846154,-0.899495009,81.66,France,2,5,1,Winter,Medium,11.5,0.0,6.3,0
2023-04-09,Nice,78.39,88.78,10.70854271,5.207312925,5.501229788,92.63,France,4,6,1,Spring,Medium,13.2,0.0,19.8,0
2023-08-13,Paris Charles de Gaulle,59.53,74.72,19.74421875,14.81923688,4.924981866,96.25,France,8,6,1,Summer,Large,18.9,0.2,17.4,1
2025-01-08,Nice,84.11,87.85,8.504672897,6.642523364,1.862149533,90.0,France,1,2,0,Winter,Medium,10.8,0.2,18.6,0
2022-11-07,Paris Charles de Gaulle,76.19,82.57,12.89065256,9.537986464,3.352666094,97.44,France,11,0,0,Autumn,Large,12.6,0.3,28.9,0
2023-08-18,Nice,53.17,68.13,26.10873016,18.17616202,7.93256814,87.78,France,8,4,0,Summer,Medium,26.2,0.0,8.9,1
2023-09-18,Nice,36.23,50.78,40.3263285,28.33100775,11.99532075,88.25,France,9,0,0,Autumn,Medium,22.8,10.2,16.5,1
2023-03-27,Nice,40.99,56.1,31.45341615,23.47428862,7.979127531,81.95,France,3,0,0,Spring,Medium,15.8,0.0,21.7,1
2023-06-07,Paris Orly,61.18,72.33,21.57236842,15.54311111,6.02925731,96.53,France,6,2,0,Summer,Medium,21.2,0.0,17.7,1
2022-06-09,Paris Orly,67.66,81.13,14.67656766,11.37577263,3.30079503,98.38,France,6,3,0,Summer,Medium,16.0,0.1,19.7,0
2025-03-19,Nice,81.68,89.71,7.93129771,7.111029412,0.820268298,92.31,France,3,2,0,Spring,Medium,8.1,0.0,19.0,0
2024-04-18,Nice,60.71,69.85,23.85204082,19.47998325,4.372057567,90.13,France,4,3,0,Spring,Medium,11.1,6.7,16.4,1
2022-10-24,Paris Charles de Gaulle,59.38,72.38,18.45476974,14.69148641,3.763283325,97.34,France,10,0,0,Autumn,Large,16.0,4.8,30.1,1
2022-07-08,Paris Orly,39.59,69.5,33.80938416,17.23465298,16.57473118,97.99,France,7,4,0,Summer,Medium,18.6,0.0,15.5,1
2022-08-01,Paris Charles de Gaulle,45.09,72.32,25.88957055,17.01284404,8.876726515,97.76,France,8,0,0,Summer,Large,21.4,0.8,11.6,1
2022-05-31,Nice,50.66,69.29,23.68791849,17.454426,6.233492483,85.81,France,5,1,0,Spring,Medium,20.5,0.0,11.9,1
2022-10-16,Paris Charles de Gaulle,64.32,72.12,17.69068541,15.47619904,2.214486372,97.3,France,10,6,1,Autumn,Large,15.9,1.7,15.6,1
2024-03-21,Nice,81.21,88.82,10.67785235,8.266008772,2.411843577,94.44,France,3,3,0,Spring,Medium,13.1,0.0,17.9,0
2024-07-09,Paris Charles de Gaulle,40.76,66.62,31.90973202,19.40933522,12.5003968,94.58,France,7,1,0,Summer,Large,20.7,1.5,13.0,1
2022-12-16,Paris Charles de Gaulle,32.65,49.5,38.16151203,31.84527405,6.316237978,96.25,France,12,4,0,Winter,Large,-2.2,0.0,14.6,1
2022-08-14,Paris Charles de Gaulle,45.3,64.4,27.69966443,20.57526973,7.124394696,97.74,France,8,6,1,Summer,Large,21.2,7.8,21.1,1
2023-04-03,Nice,44.63,60.23,30.88135593,24.33920455,6.542151387,90.29,France,4,0,0,Spring,Medium,15.6,0.1,18.2,1
2023-08-11,Paris Orly,58.1,74.92,20.52726809,13.56787513,6.959392968,95.11,France,8,4,0,Summer,Medium,21.5,3.6,14.6,1
2023-09-23,Paris Orly,73.17,81.25,13.02787456,10.84340278,2.184471787,95.7,France,9,5,1,Autumn,Medium,13.2,0.4,12.3,0
2025-11-25,Paris Charles de Gaulle,71.86,82.26,12.46063652,11.76487009,0.695766422,95.24,France,11,1,0,Autumn,Large,5.2,2.4,24.3,0
2022-03-08,Paris Orly,78.6,89.57,10.6768559,6.347608696,4.3292472,97.05,France,3,1,0,Spring,Medium,4.5,0.0,16.2,0
2026-01-19,Nice,73.05,78.95,16.4822695,13.70313283,2.779136671,86.06,France,1,0,0,Winter,Medium,11.5,0.0,17.5,1
2022-08-28,Nice,42.11,66.14,29.96466165,16.65813648,13.30652517,88.5,France,8,6,1,Summer,Medium,24.7,0.0,13.8,1
2025-07-27,Paris Orly,57.51,67.64,20.51156069,14.87458698,5.636973716,95.59,France,7,6,1,Summer,Medium,18.3,20.9,14.2,1
2024-09-20,Paris Orly,49.55,55.82,22.77177177,21.17547264,1.596299135,94.35,France,9,4,0,Autumn,Medium,16.3,9.7,16.3,1
2022-11-25,Paris Orly,81.0,83.33,10.35483871,8.503309693,1.851529017,95.59,France,11,4,0,Autumn,Medium,8.9,1.5,22.5,0
2024-04-17,Paris Orly,66.67,75.73,18.01282051,12.27270766,5.740112854,93.24,France,4,2,0,Spring,Medium,7.3,1.7,21.8,1
2025-09-05,Paris Charles de Gaulle,63.0,75.6,19.41116006,13.20141844,6.209741619,97.45,France,9,4,0,Autumn,Large,15.8,0.9,12.8,1
2022-07-05,Paris Charles de Gaulle,42.97,68.67,28.610623,18.18982684,10.42079616,95.65,France,7,1,0,Summer,Large,17.7,0.0,19.2,1
2022-10-21,Paris Orly,43.95,55.48,31.61242038,24.91650538,6.695915006,93.0,France,10,4,0,Autumn,Medium,16.5,6.9,21.5,1
